State,Line Item,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25
Rhode Island,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Rhode Island,Labor,0.257786663,0.262692601,0.267689114,0.272777786,0.277960224,0.283238064,0.288468031,0.29378725,0.299196963,0.304698419,0.310292873,0.315809201,0.321407998,0.327089789,0.332855062,0.33870427,0.344637822,0.350656088,0.35675939,0.362948001,0.368975938,0.375068423,0.381224197,0.387441862,0.39371987
Rhode Island,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Rhode Island,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Rhode Island,Electricity Cost,0.550832609,0.553060864,0.555292346,0.557526952,0.559764575,0.562005109,0.563965098,0.565917822,0.567862903,0.569799952,0.571728574,0.573335411,0.574918862,0.576478021,0.578011958,0.579519719,0.581000323,0.582452764,0.583876007,0.585268993,0.586239454,0.587155846,0.588016124,0.588818179,0.589559836
Rhode Island,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
South Carolina,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
South Carolina,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
South Carolina,Labor,0.177995553,0.181382987,0.18483296,0.188346566,0.191924917,0.195569139,0.199180307,0.202853101,0.206588379,0.210387004,0.214249841,0.218058734,0.22192457,0.225847712,0.229828495,0.233867234,0.23796421,0.24211968,0.246333864,0.250606953,0.2547691,0.258975816,0.263226231,0.267519381,0.271854196
South Carolina,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
South Carolina,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
South Carolina,Electricity Cost,0.303505435,0.30473319,0.305962723,0.307193977,0.308426894,0.309661415,0.310741357,0.311817296,0.312889024,0.313956326,0.315018985,0.315904343,0.316776815,0.317635902,0.318481092,0.319311859,0.320127663,0.320927949,0.321712148,0.322479674,0.323014392,0.323519319,0.323993327,0.324435254,0.324843903
South Carolina,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
South Dakota,Maintenance,0.010612218,0.010932707,0.011262874,0.011603013,0.011953424,0.012314418,0.012749116,0.01319916,0.013665091,0.014147468,0.014646874,0.015238608,0.015854247,0.016494759,0.017161147,0.017854458,0.018575778,0.019326239,0.020107019,0.020919343,0.021871173,0.022866311,0.023906728,0.024994485,0.026131734
South Dakota,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
South Dakota,Labor,0.223415108,0.227666921,0.231997232,0.236407414,0.240898861,0.245472988,0.250005627,0.254615617,0.259304035,0.264071964,0.26892049,0.273701308,0.278553599,0.283477817,0.288474387,0.2935437,0.298686112,0.303901943,0.309191471,0.314554934,0.319779147,0.3250593,0.330394304,0.335782947,0.341223887
South Dakota,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
South Dakota,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
South Dakota,Electricity Cost,0.253278261,0.254302835,0.255328892,0.256356386,0.257385267,0.258415487,0.259316709,0.260214591,0.261108958,0.261999632,0.262886432,0.263625271,0.264353357,0.265070274,0.265775594,0.266468877,0.267149673,0.26781752,0.268471941,0.26911245,0.269558677,0.269980043,0.270375608,0.2707444,0.271085422
South Dakota,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Tennessee,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
Tennessee,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Tennessee,Labor,0.177995553,0.181382987,0.18483296,0.188346566,0.191924917,0.195569139,0.199180307,0.202853101,0.206588379,0.210387004,0.214249841,0.218058734,0.22192457,0.225847712,0.229828495,0.233867234,0.23796421,0.24211968,0.246333864,0.250606953,0.2547691,0.258975816,0.263226231,0.267519381,0.271854196
Tennessee,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Tennessee,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Tennessee,Electricity Cost,0.257563043,0.25860495,0.259648366,0.260693242,0.261739529,0.262787177,0.263703646,0.264616717,0.265526215,0.266431957,0.267333759,0.268085097,0.268825501,0.269554546,0.270271797,0.270976809,0.271669123,0.272348267,0.27301376,0.273665104,0.27411888,0.274547375,0.274949631,0.275324663,0.275671453
Tennessee,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Texas,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
Texas,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Texas,Labor,0.177995553,0.181382987,0.18483296,0.188346566,0.191924917,0.195569139,0.199180307,0.202853101,0.206588379,0.210387004,0.214249841,0.218058734,0.22192457,0.225847712,0.229828495,0.233867234,0.23796421,0.24211968,0.246333864,0.250606953,0.2547691,0.258975816,0.263226231,0.267519381,0.271854196
Texas,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Texas,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Texas,Electricity Cost,0.277796739,0.278920496,0.280045881,0.28117284,0.282301322,0.283431271,0.284419736,0.285404537,0.286385483,0.287362379,0.288335024,0.289145387,0.289943955,0.290730272,0.29150387,0.292264266,0.293010967,0.293743464,0.294461236,0.295163749,0.295653173,0.296115329,0.296549186,0.29695368,0.297327713
Texas,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Utah,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
Utah,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Utah,Labor,0.177995553,0.181382987,0.18483296,0.188346566,0.191924917,0.195569139,0.199180307,0.202853101,0.206588379,0.210387004,0.214249841,0.218058734,0.22192457,0.225847712,0.229828495,0.233867234,0.23796421,0.24211968,0.246333864,0.250606953,0.2547691,0.258975816,0.263226231,0.267519381,0.271854196
Utah,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Utah,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Utah,Electricity Cost,0.242090217,0.243069533,0.244050266,0.245032372,0.246015805,0.247000517,0.247861929,0.248720149,0.249575009,0.25042634,0.251273967,0.25198017,0.252676094,0.253361343,0.254035506,0.254698165,0.255348889,0.255987235,0.256612748,0.257224964,0.25765148,0.258054233,0.258432324,0.258784826,0.259110784
Utah,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Vermont,Maintenance,0.012571396,0.012951052,0.013342174,0.013745108,0.01416021,0.014587848,0.0151028,0.015635928,0.016187877,0.016759309,0.017350912,0.018051889,0.018781185,0.019539945,0.020329359,0.021150665,0.022005152,0.02289416,0.023819084,0.024781375,0.025908928,0.027087784,0.028320278,0.029608851,0.030956054
Vermont,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Vermont,Labor,0.264660974,0.269697737,0.27482749,0.28005186,0.285372497,0.290791079,0.296160512,0.301621577,0.307175549,0.312823711,0.31856735,0.32423078,0.329978878,0.335812183,0.341731197,0.347736383,0.353828164,0.360006917,0.366272974,0.372626615,0.378815297,0.385070247,0.391390175,0.397773645,0.404219066
Vermont,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Vermont,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Vermont,Electricity Cost,0.40586413,0.407505952,0.409150151,0.410796652,0.412445376,0.414096245,0.415540403,0.416979208,0.418412381,0.419839636,0.421260682,0.422444631,0.423611348,0.424760167,0.425890402,0.427001349,0.428092287,0.429162473,0.430211146,0.431237525,0.431952579,0.432627795,0.433261664,0.433852634,0.434399101
Vermont,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Virginia,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
Virginia,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Virginia,Labor,0.177995553,0.181382987,0.18483296,0.188346566,0.191924917,0.195569139,0.199180307,0.202853101,0.206588379,0.210387004,0.214249841,0.218058734,0.22192457,0.225847712,0.229828495,0.233867234,0.23796421,0.24211968,0.246333864,0.250606953,0.2547691,0.258975816,0.263226231,0.267519381,0.271854196
Virginia,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Virginia,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Virginia,Electricity Cost,0.27851087,0.279637516,0.280765793,0.28189565,0.283027032,0.284159887,0.285150892,0.286138225,0.287121692,0.288101099,0.289076245,0.289888691,0.290689312,0.291477651,0.292253237,0.293015588,0.293764208,0.294498589,0.295218206,0.295922524,0.296413207,0.296876551,0.297311523,0.297717057,0.298092052
Virginia,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Washington,Maintenance,0.013994133,0.014416756,0.014852142,0.015300677,0.015762757,0.016238792,0.016812022,0.017405486,0.0180199,0.018656002,0.019314559,0.020094867,0.0209067,0.021751331,0.022630084,0.02354434,0.024495531,0.025485151,0.026514751,0.027585947,0.028841107,0.030153378,0.031525356,0.03295976,0.034459429
Washington,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Washington,Labor,0.294613329,0.300220116,0.305930416,0.311746041,0.317668828,0.323700644,0.32967775,0.335756857,0.341939386,0.348226765,0.354620427,0.360924801,0.367323427,0.373816902,0.380405786,0.387090594,0.393871797,0.400749815,0.407725017,0.414797716,0.421686787,0.428649626,0.435684796,0.442790699,0.449965565
Washington,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Washington,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Washington,Electricity Cost,0.22518913,0.226100077,0.227012342,0.227925884,0.22884066,0.229756626,0.230557901,0.231356205,0.232151385,0.232943282,0.233731733,0.234388634,0.235035974,0.235673383,0.236300481,0.236916877,0.237522172,0.238115953,0.238697797,0.239267272,0.239664012,0.240038647,0.240390343,0.240718236,0.241021437
Washington,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
West Virginia,Maintenance,0.010204055,0.010512218,0.010829687,0.011156743,0.011493677,0.011840786,0.012258766,0.0126915,0.01313951,0.013603335,0.014083533,0.014652507,0.015244469,0.015860345,0.016501103,0.017167748,0.017861325,0.018582922,0.019333672,0.020114753,0.021029974,0.021986838,0.022987239,0.024033158,0.025126667
West Virginia,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
West Virginia,Labor,0.214822219,0.218910501,0.223074262,0.227314821,0.23163352,0.23603172,0.240390026,0.244822708,0.249330802,0.25391535,0.258577394,0.263174334,0.267839999,0.272574824,0.277379219,0.282253558,0.287198185,0.292213407,0.297299492,0.302456668,0.307479949,0.312557019,0.317686831,0.322868218,0.328099891
West Virginia,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
West Virginia,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
West Virginia,Electricity Cost,0.261133696,0.262190047,0.263247927,0.264307289,0.265368081,0.266430253,0.267359426,0.268285156,0.269207262,0.270125561,0.271039864,0.271801619,0.272552287,0.273291439,0.274018634,0.274733419,0.275435331,0.27612389,0.276798609,0.277458982,0.27791905,0.278353484,0.278761317,0.279141548,0.279493146
West Virginia,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Wisconsin,Maintenance,0.008454789,0.008710123,0.008973169,0.009244159,0.009523332,0.009810937,0.010157263,0.010515815,0.010887023,0.011271335,0.011669213,0.012140649,0.012631131,0.013141429,0.013672343,0.014224705,0.014799383,0.015397278,0.016019329,0.016666509,0.017424836,0.018217666,0.019046569,0.019913188,0.020819238
Wisconsin,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Wisconsin,Labor,0.177995553,0.181382987,0.18483296,0.188346566,0.191924917,0.195569139,0.199180307,0.202853101,0.206588379,0.210387004,0.214249841,0.218058734,0.22192457,0.225847712,0.229828495,0.233867234,0.23796421,0.24211968,0.246333864,0.250606953,0.2547691,0.258975816,0.263226231,0.267519381,0.271854196
Wisconsin,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Wisconsin,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Wisconsin,Electricity Cost,0.341592391,0.342974218,0.344358045,0.34574381,0.347131446,0.348520887,0.349736351,0.35094731,0.352153529,0.353354767,0.35455078,0.355547241,0.356529199,0.357496093,0.358447347,0.359382367,0.360300546,0.36120126,0.362083868,0.362947712,0.363549531,0.364117821,0.364651313,0.365148698,0.365608628
Wisconsin,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
Wyoming,Maintenance,0.006005815,0.006187191,0.006374044,0.00656654,0.00676485,0.006969148,0.007215159,0.007469854,0.00773354,0.008006534,0.008289165,0.008624047,0.008972459,0.009334946,0.009712078,0.010104446,0.010512665,0.010937377,0.011379247,0.011838969,0.012377642,0.012940825,0.013529632,0.01414523,0.014788838
Wyoming,Legal/Permitting,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569,0.001613569
Wyoming,Labor,0.126438221,0.128844466,0.131295137,0.133791009,0.136332872,0.138921526,0.141486701,0.144095651,0.146748987,0.14944732,0.152191266,0.154896894,0.157642971,0.160429754,0.163257483,0.16612638,0.169036646,0.171988462,0.174981987,0.178017353,0.180973913,0.183962131,0.186981392,0.190031008,0.193110222
Wyoming,By-product management ,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616,0.020169616
Wyoming,Heat Cost,0.967646739,0.976394749,0.985211578,0.994097538,1.003052937,1.012078081,1.02066047,1.029289993,1.037966147,1.046688402,1.055456196,1.063688328,1.071932644,1.080187147,1.088449758,1.09671831,1.104990545,1.113264115,1.121536576,1.129805384,1.137309007,1.144753914,1.152134801,1.159446147,1.166682204
Wyoming,Electricity Cost,0.257801087,0.258843957,0.259888337,0.260934178,0.261981433,0.263030049,0.263947364,0.26486128,0.265771618,0.266678197,0.267580832,0.268332865,0.269073953,0.269803672,0.270521586,0.27122725,0.271920203,0.272599976,0.273266083,0.273918029,0.274372225,0.274801115,0.275203743,0.275579122,0.275926233
Wyoming,Other Related Expenses,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232,0.040339232
