Line Items,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25
Desalinated Water (m3/yr),651701.6743,650464.0293,642158.5148,633869.1236,625596.1377,617339.8428,604991.8811,592683.0787,580414.4399,568186.9869,556001.7605,539828.1845,523734.0289,507721.9039,491794.4799,475954.4878,460204.7202,444548.0318,428987.3401,413525.626,394348.8612,375337.3248,356497.2362,337834.9738,319357.0767
