Line Items,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25
Plant efficiency,0.92,0.92,0.91,0.9,0.89,0.88,0.865,0.85,0.835,0.82,0.805,0.785,0.765,0.745,0.725,0.705,0.685,0.665,0.645,0.625,0.6,0.575,0.55,0.525,0.5
