Line Items,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25
Plant availability due to down time,0.913242009,0.912374429,0.911498174,0.910613155,0.909719287,0.90881648,0.907448727,0.906060458,0.904651365,0.903221135,0.901769452,0.899804841,0.897800938,0.895756957,0.893672096,0.891545538,0.889376449,0.887163978,0.884907257,0.882605402,0.879670537,0.876662301,0.873578858,0.87041833,0.867178788
